FOR CLOSURE OF,SOURCE FILE,TAX ID,RECEIPT NUMBER,WORKER ID,PERIOD OF PROVISION,TAX ID - RECEIPT NUMBER,RECEIPT AMOUNT,REQUESTED AMOUNT,PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  RECEIPT AMOUNT,SECOND PROVISION CODE,SECOND WORKER ID NUMBER,THIRD PROVISION CODE,SECOND PERIOD OF PROVISION,WORKER ID - PERIOD OF PROVISION -  RECEIPT NUMBER,WORKER ID -  RECEIPT NUMBER,RECEIPT PREFIX,RECEIPT TYPE,EMISSION TYPE,AUTHORIZATION CODE,RECEIPT EMISSION DATE,CBU 1,CBU 2
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,37507918140,13,37047119713,201703,37507918140-13,"3618,88","3618,88",90,37047119713-201703-90,"37047119713-201703-3618,88",90,14305250521,90,201703,14305250521-201703-13,14305250521-13,0002,03,I,43149093946008,07/04/2017,241442531,41695003266628
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,45625428821,154,81179955066,201703,45625428821-154,"3618,89","3618,88",90,81179955066-201703-90,"81179955066-201703-3618,89",90,87779359209,90,201703,87779359209-201703-154,87779359209-154,0002,03,I,43105091184815,07/04/2017,311519590,32236766661801
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93608771004,13,70966511995,201703,93608771004-13,"3618,88","3618,88",90,70966511995-201703-90,"70966511995-201703-3618,88",90,51057700920,90,201703,51057700920-201703-13,51057700920-13,0002,03,I,43149093946008,07/04/2017,708618794,56364109979673
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,67102253285,2,65846538056,201702,67102253285-2,"3618,88","3618,88",90,65846538056-201702-90,"65846538056-201702-3618,88",90,72836728707,90,201702,72836728707-201702-2,72836728707-2,0001,05,I,43094090238516,09/03/2017,445143527,32736446571525
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,60751008286,154,50935777766,201702,60751008286-154,"3618,88","3618,88",90,50935777766-201702-90,"50935777766-201702-3618,88",90,56651977791,90,201702,56651977791-201702-154,56651977791-154,0001,05,I,43037085649022,10/03/2017,654575237,57019684579353
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,18831038959,540,75178160484,201703,18831038959-540,"6333,04","6333,04",90,75178160484-201703-90,"75178160484-201703-6333,04",90,10190047629,90,201703,10190047629-201703-540,10190047629-540,0002,05,E,67142830355131,03/04/2017,120880074,54145561574349
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,23255786880,59,30050113376,201703,23255786880-59,"4041,24","4071,24",90,30050113376-201703-90,"30050113376-201703-4041,24",90,48451414428,90,201703,48451414428-201703-59,48451414428-59,0005,03,E,67146884289117,04/04/2017,84414350,31549262569275
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,54594005162,517,95136562561,201703,54594005162-517,"1809,44","1809,44",90,95136562561-201703-90,"95136562561-201703-1809,44",90,30612200848,90,201703,30612200848-201703-517,30612200848-517,0001,05,I,43034085672342,03/04/2017,188795585,67267018363654
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91252454612,350,91725075627,201702,91252454612-350,"1809,44","1357,08",90,91725075627-201702-90,"91725075627-201702-1809,44",90,56653644388,90,201702,56653644388-201702-350,56653644388-350,0001,05,I,42460079153667,03/04/2017,276192155,91051186367138
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62784352826,351,82989141675,201703,62784352826-351,"1809,44","1809,44",90,82989141675-201703-90,"82989141675-201703-1809,44",90,21347625018,90,201703,21347625018-201703-351,21347625018-351,0001,05,I,42460079153667,03/04/2017,225462009,95035254248835
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,95942717785,144,26314052433,201703,95942717785-144,"8143,2","8143,2",96,26314052433-201703-96,"26314052433-201703-8143,2",96,83843043209,96,201703,83843043209-201703-144,83843043209-144,0001,05,I,42388072731120,01/04/2017,30728159,30733153751027
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,54718772971,143,10295488624,201703,54718772971-143,"6498,9","5777,29",96,10295488624-201703-96,"10295488624-201703-6498,9",96,58894979586,96,201703,58894979586-201703-143,58894979586-143,0001,05,I,42388072731120,01/04/2017,127859827,18908505951277
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,26571520524,58,67523339821,201703,26571520524-58,"4071,24","3618,88",90,67523339821-201703-90,"67523339821-201703-4071,24",90,41192782186,90,201703,41192782186-201703-58,41192782186-58,0005,03,E,67146884178726,04/04/2017,211721017,31959557726633
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,44715630017,518,29886376803,201703,44715630017-518,"3618,88","3618,88",90,29886376803-201703-90,"29886376803-201703-3618,88",90,46444206043,90,201703,46444206043-201703-518,46444206043-518,0001,05,I,43034085672342,03/04/2017,149627357,40275499696185
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,13848420697,541,89562363397,201703,13848420697-541,"2261,8","2261,8",90,89562363397-201703-90,"89562363397-201703-2261,8",90,69524521930,90,201703,69524521930-201703-541,69524521930-541,0002,05,E,67142830648682,03/04/2017,628666834,18614037575382
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,19236151167,94,80533154724,201703,19236151167-94,"4071,24","4071,24",86,80533154724-201703-86,"80533154724-201703-4071,24",86,85365965155,86,201703,85365965155-201703-94,85365965155-94,0001,05,I,42384072643781,05/04/2017,479042180,50259971133290
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52197329314,72,85220599430,201703,52197329314-72,"5428,32","5428,32",86,85220599430-201703-86,"85220599430-201703-5428,32",86,45909095984,86,201703,45909095984-201703-72,45909095984-72,0004,03,I,42519082980501,10/04/2017,111608494,29666425153974
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87023425715,62,54604751347,201703,87023425715-62,"10404,25","5202,12",87,54604751347-201703-87,"54604751347-201703-10404,25",87,86876353320,87,201703,86876353320-201703-62,86876353320-62,0001,05,I,42325057340910,17/04/2017,564532574,37775045006599
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,72121474761,220,16821983006,201702,72121474761-220,"5428,32","5428,32",86,16821983006-201702-86,"16821983006-201702-5428,32",86,88327820848,86,201702,88327820848-201702-220,88327820848-220,0001,05,I,42151054333847,10/04/2017,263531574,58503186631141
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,34751579559,221,82747867156,201703,34751579559-221,"5428,32","5428,32",86,82747867156-201703-86,"82747867156-201703-5428,32",86,83688199663,86,201703,83688199663-201703-221,83688199663-221,0001,05,I,42151054333847,10/04/2017,441468143,80634912305954
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43148654819,374,29954212013,201702,43148654819-374,"2171,36","2171,36",86,29954212013-201702-86,"29954212013-201702-2171,36",86,90480420980,86,201702,90480420980-201702-374,90480420980-374,0002,05,I,42364070406808,05/04/2017,426888831,45941143262192
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62599905637,375,77075980191,201703,62599905637-375,"3257,04","3257,04",86,77075980191-201703-86,"77075980191-201703-3257,04",86,15871868335,86,201703,15871868335-201703-375,15871868335-375,0002,05,I,42364070406808,05/04/2017,808889890,96108501736476
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97669621045,519,34091848318,201703,97669621045-519,"5428,32","5428,32",90,34091848318-201703-90,"34091848318-201703-5428,32",90,75897493088,90,201703,75897493088-201703-519,75897493088-519,0001,05,I,43105090753183,04/04/2017,849371210,67046595216853
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,58434890832,520,94742801252,201703,58434890832-520,"5428,32","5428,32",90,94742801252-201703-90,"94742801252-201703-5428,32",90,21699474484,90,201703,21699474484-201703-520,21699474484-520,0001,05,I,43105090753183,04/04/2017,931350098,31289674602947
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,60806350870,96,33722799200,201703,60806350870-96,"4071,24","4071,24",86,33722799200-201703-86,"33722799200-201703-4071,24",86,98774370416,86,201703,98774370416-201703-96,98774370416-96,0001,05,I,42384072643781,05/04/2017,122711422,94982263291589
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,85114485357,73,56490711001,201703,85114485357-73,"5428,32","5428,32",90,56490711001-201703-90,"56490711001-201703-5428,32",90,54508896105,90,201703,54508896105-201703-73,54508896105-73,0001,03,E,67153968927731,09/04/2017,560498270,46008447728921
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,81960055373,520,48748052680,201703,81960055373-520,"9456,56","9456,56",85,48748052680-201703-85,"48748052680-201703-9456,56",85,58477360611,85,201703,58477360611-201703-520,58477360611-520,0002,03,E,67164191912078,19/04/2017,714534406,77565705543920
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62676869778,248,96845445204,201703,62676869778-248,"904,72","904,72",90,96845445204-201703-90,"96845445204-201703-904,72",90,24826490222,90,201703,24826490222-201703-248,24826490222-248,0001,03,E,67159969150676,09/04/2017,789046634,50321051334486
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49509961030,102,88060970095,201703,49509961030-102,"5428,32","5428,32",90,88060970095-201703-90,"88060970095-201703-5428,32",90,84476450969,90,201703,84476450969-201703-102,84476450969-102,0001,05,I,43104091624937,10/04/2017,537555195,32414321809470
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,20850374037,1466,41272122527,201702,20850374037-1466,8646,8646,91,41272122527-201702-91,41272122527-201702-8646,91,82514857206,91,201702,82514857206-201702-1466,82514857206-1466,0003,03,E,67154972506181,10/04/2017,213574194,48653360047045
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,12288890985,84,96037987212,201612,12288890985-84,"2895,04","2895,04",91,96037987212-201612-91,"96037987212-201612-2895,04",91,78931399805,91,201612,78931399805-201612-84,78931399805-84,0002,05,E,67154974484502,10/04/2017,473736823,74248885238045
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,70087920498,21,50668162614,201703,70087920498-21,"5428,32","5428,32",91,50668162614-201703-91,"50668162614-201703-5428,32",91,23605171355,91,201703,23605171355-201703-21,23605171355-21,0002,05,E,67144884231168,04/04/2017,558793777,54848149218172
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64881699156,137,77806334093,201703,64881699156-137,"5428,32","5428,32",91,77806334093-201703-91,"77806334093-201703-5428,32",91,49607053291,91,201703,49607053291-201703-137,49607053291-137,0001,05,I,42316066694883,03/04/2017,352293766,66811547899218
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,84010835695,518,40055533860,201703,84010835695-518,"5428,32","5428,32",90,40055533860-201703-90,"40055533860-201703-5428,32",90,57929971543,90,201703,57929971543-201703-518,57929971543-518,0001,05,I,43105090753183,04/04/2017,697644798,98254096835649
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,39815999004,62,46621776820,201703,39815999004-62,"10404,26","10404,26",87,46621776820-201703-87,"46621776820-201703-10404,26",87,96931731613,87,201703,96931731613-201703-62,96931731613-62,0001,05,I,42478079493311,03/04/2017,714063768,12013329823378
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98221476389,152,48913979785,201703,98221476389-152,"9047,2","9047,2",90,48913979785-201703-90,"48913979785-201703-9047,2",90,36545237476,90,201703,36545237476-201703-152,36545237476-152,0001,05,I,42385072351454,12/04/2017,106338157,74822056470653
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,38585161373,117,60422024843,201703,38585161373-117,"5428,32","5428,32",90,60422024843-201703-90,"60422024843-201703-5428,32",90,85458886687,90,201703,85458886687-201703-117,85458886687-117,0001,05,I,42492081326523,06/04/2017,588147434,19354300598505
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,20546708694,1676,88090846123,201702,20546708694-1676,"9456,56","9456,56",87,88090846123-201702-87,"88090846123-201702-9456,56",87,67229949207,87,201702,67229949207-201702-1676,67229949207-1676,0008,03,E,67225037972665,05/06/2017,280436145,48326454473818
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66811819525,147,95957220430,201703,66811819525-147,"3618,88","3618,88",90,95957220430-201703-90,"95957220430-201703-3618,88",90,22772020187,90,201703,22772020187-201703-147,22772020187-147,0001,05,I,42377071592717,10/04/2017,827670346,99757374049534
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,34195793194,145,38110254328,201703,34195793194-145,"3618,88","3618,88",90,38110254328-201703-90,"38110254328-201703-3618,88",90,74743117366,90,201703,74743117366-201703-145,74743117366-145,0001,05,I,42377071592717,10/04/2017,15591155,82347919192252
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,12282732569,119,88082068085,201703,12282732569-119,"9047,2","9047,2",90,88082068085-201703-90,"88082068085-201703-9047,2",90,72918037070,90,201703,72918037070-201703-119,72918037070-119,0001,05,I,42470079467862,03/05/2017,515869404,64030640645851
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,46504068283,1022,16619393846,201703,46504068283-1022,"15605,38","15605,38",89,16619393846-201703-89,"16619393846-201703-15605,38",89,42824612603,89,201703,42824612603-201703-1022,42824612603-1022,0002,05,I,43131093240941,10/04/2017,59796364,50734590545619
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80025622395,1021,60474820506,201703,80025622395-1021,"15605,38","15605,38",89,60474820506-201703-89,"60474820506-201703-15605,38",89,78102523600,89,201703,78102523600-201703-1021,78102523600-1021,0002,05,I,43131093240941,10/04/2017,992720760,57936181991573
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,92991290263,146,56943848295,201703,92991290263-146,"3618,88","3618,88",90,56943848295-201703-90,"56943848295-201703-3618,88",90,92625878913,90,201703,92625878913-201703-146,92625878913-146,0001,05,I,42377071592717,10/04/2017,812249570,52757508530507
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36924783414,393,77783564873,201703,36924783414-393,"2895,12","2895,12",90,77783564873-201703-90,"77783564873-201703-2895,12",90,11875985315,90,201703,11875985315-201703-393,11875985315-393,0002,03,E,67157992002796,31/03/2017,860261422,62914564619630
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,85650601409,250,43724033510,201703,85650601409-250,"2895,12","2895,12",90,43724033510-201703-90,"43724033510-201703-2895,12",90,27984067635,90,201703,27984067635-201703-250,27984067635-250,0002,03,E,67155000736341,03/04/2017,978238733,64099830985302
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,11860100786,427,89952393361,201703,11860100786-427,"5790,24","5790,24",90,89952393361-201703-90,"89952393361-201703-5790,24",90,71033339123,90,201703,71033339123-201703-427,71033339123-427,0001,05,I,42493081071648,31/03/2017,766324701,74919104494595
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,89616617095,428,46474972636,201702,89616617095-428,"5790,24","5790,24",90,46474972636-201702-90,"46474972636-201702-5790,24",90,49999768911,90,201702,49999768911-201702-428,49999768911-428,0001,05,I,42493081071648,31/03/2017,970091493,98836411126904
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,12185468191,138,28118821399,201703,12185468191-138,"2171,34","1447,56",86,28118821399-201703-86,"28118821399-201703-2171,34",86,67496592693,86,201703,67496592693-201703-138,67496592693-138,0002,05,E,67150985766642,03/04/2017,134299184,88484151018151
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,57711580092,395,13911093809,201703,57711580092-395,"2895,12","2895,12",91,13911093809-201703-91,"13911093809-201703-2895,12",91,60191235688,91,201703,60191235688-201703-395,60191235688-395,0002,03,E,67157992107201,31/03/2017,308172017,43491687923091
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,26125063348,661,70274136972,201703,26125063348-661,"1447,56","1447,56",91,70274136972-201703-91,"70274136972-201703-1447,56",91,37515363061,91,201703,37515363061-201703-661,37515363061-661,0001,05,I,42406073723449,31/03/2017,778883608,10424905262860
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,84565126742,58,94922877721,201703,84565126742-58,"9047,2","9047,2",90,94922877721-201703-90,"94922877721-201703-9047,2",90,64180570104,90,201703,64180570104-201703-58,64180570104-58,0003,03,E,67157091033359,14/04/2017,604357490,67588448130145
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,34853971813,251,70022158232,201703,34853971813-251,"2895,12","2895,12",91,70022158232-201703-91,"70022158232-201703-2895,12",91,24471117888,91,201703,24471117888-201703-251,24471117888-251,0002,03,E,67155000973386,03/04/2017,55771788,57686895713924
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52931081597,117,60255038048,201703,52931081597-117,"10404,25","10404,25",87,60255038048-201703-87,"60255038048-201703-10404,25",87,42679368616,87,201703,42679368616-201703-117,42679368616-117,0001,05,I,42357070021815,04/05/2017,406305186,26452654405295
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80543373658,118,75846922422,201704,80543373658-118,"10404,25","10404,25",87,75846922422-201704-87,"75846922422-201704-10404,25",87,85683828785,87,201704,85683828785-201704-118,85683828785-118,0001,05,I,42357070021815,04/05/2017,98351074,68481465807983
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,24024482850,161,98945093292,201704,24024482850-161,"3618,88","3618,88",91,98945093292-201704-91,"98945093292-201704-3618,88",91,97398921052,91,201704,97398921052-201704-161,97398921052-161,0001,05,I,43128092621912,05/05/2017,966266075,59710987213867
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,74296765066,64,42800328171,201704,74296765066-64,"10404,25","10404,25",87,42800328171-201704-87,"42800328171-201704-10404,25",87,89076085933,87,201704,89076085933-201704-64,89076085933-64,0001,05,I,42325067340910,04/05/2017,66398981,40516260238704
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,40871330580,530,17321504670,201704,40871330580-530,"4978,93","4975,96",86,17321504670-201704-86,"17321504670-201704-4978,93",86,60485408198,86,201704,60485408198-201704-530,60485408198-530,0001,05,I,43130093310970,28/04/2017,392071261,41355629964166
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53895190312,342,26346949996,201704,53895190312-342,"7237,6","7237,6",90,26346949996-201704-90,"26346949996-201704-7237,6",90,24937198818,90,201704,24937198818-201704-342,24937198818-342,0001,05,I,42304066231835,05/05/2017,365440894,36819432268456
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61155603197,1500,85372895339,201704,61155603197-1500,"9456,56","9456,56",85,85372895339-201704-85,"85372895339-201704-9456,56",85,73902298492,85,201704,73902298492-201704-1500,73902298492-1500,0008,03,E,67185526955942,05/05/2017,813288068,95558297975387
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,27725559515,435,46062057812,201704,27725559515-435,"1158,04","1158,04",86,46062057812-201704-86,"46062057812-201704-1158,04",86,52842847392,86,201704,52842847392-201704-435,52842847392-435,0001,05,I,42513082394252,05/05/2017,558889089,79232516846019
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,71372864438,130,45281583996,201704,71372864438-130,"9951,92","9951,92",90,45281583996-201704-90,"45281583996-201704-9951,92",90,21734825575,90,201704,21734825575-201704-130,21734825575-130,0001,05,I,42470079467862,02/05/2017,767209847,72852555656965
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91711949675,65,38182838327,201704,91711949675-65,"10404,25","2601,05",87,38182838327-201704-87,"38182838327-201704-10404,25",87,16924538896,87,201704,16924538896-201704-65,16924538896-65,0001,05,I,42325067340910,04/05/2017,576783493,14384708632918
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,22423188891,136,22219275512,201703,22423188891-136,"10404,25","10404,25",87,22219275512-201703-87,"22219275512-201703-10404,25",87,73216385621,87,201703,73216385621-201703-136,73216385621-136,0001,05,I,42504082162113,07/04/2017,731318841,37786129149780
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,47937268031,119,72781409981,201704,47937268031-119,"9047,2","9047,2",90,72781409981-201704-90,"72781409981-201704-9047,2",90,90954416982,90,201704,90954416982-201704-119,90954416982-119,0002,05,I,42465079037134,03/05/2017,31334902,63042683189515
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43420424353,431,25640050191,201704,43420424353-431,"2316,08","2316,08",86,25640050191-201704-86,"25640050191-201704-2316,08",86,27070862084,86,201704,27070862084-201704-431,27070862084-431,0001,05,I,42513082394252,05/05/2017,991880523,45745162294857
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,70769411539,430,67086587639,201704,70769411539-430,"2316,08","2316,08",86,67086587639-201704-86,"67086587639-201704-2316,08",86,71327466916,86,201704,71327466916-201704-430,71327466916-430,0001,05,I,42513082394252,05/05/2017,332435020,13742527294374
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,13438601760,432,35441580758,201704,13438601760-432,"2316,08","2316,08",86,35441580758-201704-86,"35441580758-201704-2316,08",86,80882016419,86,201704,80882016419-201704-432,80882016419-432,0001,05,I,42513082394252,05/05/2017,877337851,80099214676116
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,81436431171,65,78661277345,201704,81436431171-65,"13570,8","13570,8",86,78661277345-201704-86,"78661277345-201704-13570,8",86,63104238170,86,201704,63104238170-201704-65,63104238170-65,0003,03,E,67187523158303,05/05/2017,640719092,47048404387975
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,63294296247,62,66822453931,201704,63294296247-62,"14475,52","14475,52",86,66822453931-201704-86,"66822453931-201704-14475,52",86,40150814424,86,201704,40150814424-201704-62,40150814424-62,0003,03,E,67187522828080,05/05/2017,746848625,12993443881558
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,89279487777,63,14581706802,201704,89279487777-63,"9047,2","9047,2",90,14581706802-201704-90,"14581706802-201704-9047,2",90,65348067161,90,201704,65348067161-201704-63,65348067161-63,0003,03,E,67187522948818,05/05/2017,716986003,80546288577241
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42066834156,434,78419651773,201704,42066834156-434,"4523,6","4523,6",90,78419651773-201704-90,"78419651773-201704-4523,6",90,55649972668,90,201704,55649972668-201704-434,55649972668-434,0001,05,I,42364071085794,04/05/2017,544534240,53564372380434
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,45407219454,908,78207474464,201704,45407219454-908,"4523,6","4523,6",90,78207474464-201704-90,"78207474464-201704-4523,6",90,44483216563,90,201704,44483216563-201704-908,44483216563-908,0002,05,I,43186097055096,04/05/2017,818110047,13577361628555
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,86834057737,902,13500769520,201704,86834057737-902,"4975,96","4975,96",90,13500769520-201704-90,"13500769520-201704-4975,96",90,49954319570,90,201704,49954319570-201704-902,49954319570-902,0002,05,I,43186097055096,04/05/2017,321393266,15774782402561
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36643472822,438,67728287668,201704,36643472822-438,"5428,32","5428,32",90,67728287668-201704-90,"67728287668-201704-5428,32",90,42152143007,90,201704,42152143007-201704-438,42152143007-438,0001,05,I,42364071085794,04/05/2017,739795282,57957190375192
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,72652883483,118,14401175309,201704,72652883483-118,"10404,25","10404,25",87,14401175309-201704-87,"14401175309-201704-10404,25",87,12594352618,87,201704,12594352618-201704-118,12594352618-118,0001,05,I,42357070021815,04/05/2017,226202881,46805485291726
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87871256144,184,98480519902,201703,87871256144-184,"3618,88","3618,88",90,98480519902-201703-90,"98480519902-201703-3618,88",90,79805469603,90,201703,79805469603-201703-184,79805469603-184,0002,03,I,43105091184815,04/05/2017,247378250,38632855834677
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,31901453687,34,96984583681,201703,31901453687-34,"3618,88","3618,88",90,96984583681-201703-90,"96984583681-201703-3618,88",90,81283318761,90,201703,81283318761-201703-34,81283318761-34,0003,03,I,43147093943790,04/05/2017,602631460,33516360835814
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,73904668255,906,68507562692,201704,73904668255-906,"4523,6","4523,6",90,68507562692-201704-90,"68507562692-201704-4523,6",90,40167485981,90,201704,40167485981-201704-906,40167485981-906,0002,05,I,43186097055096,04/05/2017,749591623,89926092620658
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64138822531,534,18269557632,201703,64138822531-534,"3618,88","3618,88",86,18269557632-201703-86,"18269557632-201703-3618,88",86,24896319209,86,201703,24896319209-201703-534,24896319209-534,0004,03,E,67154969242009,09/04/2017,149979383,84062531617203
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36549133938,533,87361373453,201703,36549133938-533,"3618,88","3618,88",86,87361373453-201703-86,"87361373453-201703-3618,88",86,93839897885,86,201703,93839897885-201703-533,93839897885-533,0004,03,E,67154969228258,09/04/2017,326947658,36127909902748
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36201417571,201,65264543635,201703,36201417571-201,"9047,2","9047,2",86,65264543635-201703-86,"65264543635-201703-9047,2",86,53280690833,86,201703,53280690833-201703-201,53280690833-201,0001,05,I,43164095469563,17/04/2017,783935379,89645831217388
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53626290255,1364,36484008208,201702,53626290255-1364,"5428,32","5428,32",90,36484008208-201702-90,"36484008208-201702-5428,32",90,72099799416,90,201702,72099799416-201702-1364,72099799416-1364,0001,05,I,43052087705084,08/04/2017,881840368,43586966323811
