day,email,order,qty,gross_sales,discounts,returns,net_sales,shipping,duties,additional_fees,taxes,total_sales
02/12/2021,user237622685@email.com,55477215096,152,543.800.000,-22.169.000,-35.200.000,486.431.000,2.030.000,0,0,0,488.461.000
03/12/2021,user112601735@email.com,55477215099,156,467.700.000,-11.188.500,-33.200.000,423.311.500,2.030.000,0,0,0,425.341.500
04/12/2021,user113424845@email.com,55477215102,143,438.600.000,-10.681.500,-22.550.000,405.368.500,2.900.000,0,0,0,408.268.500
05/12/2021,user358114415@email.com,55477215105,189,606.500.000,-14.692.000,-16.830.000,574.978.000,4.350.000,0,0,0,579.328.000
06/12/2021,user168440745@email.com,55477215108,157,493.850.000,-10.735.000,-9.465.000,473.650.000,4.640.000,0,0,0,478.290.000
07/12/2021,user212407225@email.com,55477215111,129,481.980.000,-16.833.500,-29.711.000,435.435.500,3.190.000,0,0,0,438.625.500
08/12/2021,user178591275@email.com,55477215114,134,433.200.000,-11.175.000,-16.000.000,406.025.000,2.320.000,0,0,0,408.345.000
09/12/2021,user220732395@email.com,55477215117,160,542.150.000,-18.783.000,-26.850.000,496.517.000,2.900.000,0,0,0,499.417.000
10/12/2021,user103603680@email.com,55477215120,147,514.440.000,-15.059.000,-61.705.000,437.676.000,3.770.000,0,0,0,441.446.000
11/12/2021,user382031200@email.com,55477215123,131,405.200.000,-12.385.500,-13.760.000,379.054.500,4.640.000,0,0,0,383.694.500
12/12/2021,user253898870@email.com,55477215126,176,558.840.000,-16.790.000,-25.030.000,517.020.000,3.770.000,0,0,0,520.790.000
13/12/2021,user145414885@email.com,55477215129,183,609.750.000,-22.144.000,-42.925.000,544.681.000,2.030.000,0,0,0,546.711.000
14/12/2021,user379163515@email.com,55477215132,166,570.900.000,-13.513.000,-31.980.000,525.407.000,2.900.000,0,0,0,528.307.000
15/12/2021,user346495365@email.com,55477215135,132,433.100.000,-12.898.000,-25.565.000,394.637.000,4.350.000,0,0,0,398.987.000
16/12/2021,user37801090@email.com,55477215138,143,456.050.000,-13.868.500,-30.675.000,411.506.500,4.350.000,0,0,0,415.856.500
17/12/2021,user287310905@email.com,55477215141,118,390.040.000,-12.219.000,-38.975.000,338.846.000,2.030.000,0,0,0,340.876.000
18/12/2021,user296095620@email.com,55477215144,125,377.950.000,-8.624.000,-14.230.000,355.096.000,2.610.000,0,0,0,357.706.000
19/12/2021,user381417470@email.com,55477215147,150,502.190.000,-12.860.000,-24.700.000,464.630.000,3.770.000,0,0,0,468.400.000
20/12/2021,user118082105@email.com,55477215150,147,428.800.000,-10.814.000,-28.170.000,389.816.000,2.320.000,0,0,0,392.136.000
21/12/2021,user146931355@email.com,55477215153,139,465.700.000,-11.266.000,-14.500.000,439.934.000,3.190.000,0,0,0,443.124.000
22/12/2021,user342470675@email.com,55477215156,124,372.450.000,-9.005.000,-17.400.000,346.045.000,3.770.000,0,0,0,349.815.000
23/12/2021,user123152740@email.com,55477215159,116,347.390.000,-6.982.000,-16.150.000,324.258.000,1.740.000,0,0,0,325.998.000
24/12/2021,user120089555@email.com,55477215162,200,673.200.000,-43.085.000,-26.600.000,603.515.000,3.190.000,0,0,0,606.705.000
25/12/2021,user333842255@email.com,55477215165,157,525.650.000,-19.156.500,-24.233.000,482.260.500,4.350.000,0,0,0,486.610.500
26/12/2021,user306039560@email.com,55477215168,201,597.800.000,-15.829.000,-20.100.000,561.871.000,2.610.000,0,0,0,564.481.000
27/12/2021,user355428605@email.com,55477215171,170,541.750.000,-15.910.500,-21.200.000,504.639.500,2.320.000,0,0,0,506.959.500
28/12/2021,user51576040@email.com,55477215174,144,459.280.000,-16.346.500,-27.222.000,415.711.500,3.770.000,0,0,0,419.481.500
29/12/2021,user211442565@email.com,55477215177,130,413.150.000,-9.576.500,-17.060.000,386.513.500,2.030.000,0,0,0,388.543.500
30/12/2021,user334743040@email.com,55477215180,119,378.300.000,-11.809.500,-53.850.000,312.640.500,1.740.000,0,0,0,314.380.500
31/12/2021,user378382870@email.com,55477215183,112,320.150.000,-5.322.000,-23.545.000,291.283.000,3.190.000,0,0,0,294.473.000
01/01/2022,user46484605@email.com,55477215186,134,421.400.000,-14.204.500,-23.675.000,383.520.500,2.610.000,0,0,0,386.130.500
02/01/2022,user123448190@email.com,55477215189,181,603.250.000,-18.190.000,-34.175.000,550.885.000,1.740.000,0,0,0,552.625.000
03/01/2022,user381152100@email.com,55477215192,191,605.700.000,-19.556.500,-30.309.000,555.834.500,5.800.000,0,0,0,561.634.500
04/01/2022,user202060280@email.com,55477215195,184,583.790.000,-17.064.800,-21.600.000,545.125.200,4.640.000,0,0,0,549.765.200
05/01/2022,user314138775@email.com,55477215198,201,620.250.000,-15.191.500,-36.910.000,568.148.500,4.930.000,0,0,0,573.078.500
06/01/2022,user293750155@email.com,55477215201,153,470.290.000,-16.392.000,-8.500.000,445.398.000,3.190.000,0,0,0,448.588.000
07/01/2022,user103614715@email.com,55477215204,157,507.100.000,-8.423.500,-28.500.000,470.176.500,3.190.000,0,0,0,473.366.500
08/01/2022,user71056945@email.com,55477215207,168,547.500.000,-9.495.000,-26.900.000,511.105.000,5.800.000,0,0,0,516.905.000
09/01/2022,user235085470@email.com,55477215210,147,443.190.000,-11.167.500,-18.400.000,413.622.500,2.900.000,0,0,0,416.522.500
10/01/2022,user23909280@email.com,55477215213,166,517.730.000,-13.437.500,-22.080.000,482.212.500,2.320.000,0,0,0,484.532.500
11/01/2022,user130230765@email.com,55477215216,122,406.600.000,-9.942.500,-46.212.000,350.445.500,580.000,0,0,0,351.025.500
12/01/2022,user354586590@email.com,55477215219,120,381.490.000,-8.722.000,-25.924.000,346.844.000,2.900.000,0,0,0,349.744.000
13/01/2022,user8390690@email.com,55477215222,135,434.780.000,-14.841.500,-32.550.000,387.388.500,580.000,0,0,0,387.968.500
14/01/2022,user194986410@email.com,55477215225,115,381.290.000,-10.733.000,-18.900.000,351.657.000,3.770.000,0,0,0,355.427.000
15/01/2022,user382348655@email.com,55477215228,141,446.600.000,-12.768.000,-28.012.000,405.820.000,2.030.000,0,0,0,407.850.000
16/01/2022,user25363775@email.com,55477215231,159,538.800.000,-12.228.000,-17.420.000,509.152.000,2.610.000,0,0,0,511.762.000
17/01/2022,user8978290@email.com,55477215234,158,476.700.000,-8.514.500,-25.365.000,442.820.500,3.770.000,0,0,0,446.590.500
18/01/2022,user347456205@email.com,55477215237,167,560.850.000,-14.395.000,-16.495.000,529.960.000,3.770.000,0,0,0,533.730.000
19/01/2022,user343679320@email.com,55477215240,155,486.940.000,-12.260.000,-24.910.000,449.770.000,4.350.000,0,0,0,454.120.000
20/01/2022,user355633990@email.com,55477215243,140,446.750.000,-13.408.000,-5.685.000,427.657.000,2.900.000,0,0,0,430.557.000
21/01/2022,user224821490@email.com,55477215246,103,322.800.000,-7.792.000,-18.416.000,296.592.000,1.450.000,0,0,0,298.042.000
22/01/2022,user212611990@email.com,55477215249,120,376.800.000,-6.605.000,-30.302.000,339.893.000,2.030.000,0,0,0,341.923.000
23/01/2022,user281855820@email.com,55477215252,141,457.850.000,-7.604.000,-29.510.000,420.736.000,2.900.000,0,0,0,423.636.000
24/01/2022,user109601380@email.com,55477215255,126,390.900.000,-9.769.500,-25.100.000,356.030.500,2.030.000,0,0,0,358.060.500
25/01/2022,user401429805@email.com,55477215258,149,476.300.000,-9.332.500,-17.900.000,449.067.500,3.770.000,0,0,0,452.837.500
26/01/2022,user74814985@email.com,55477215261,128,404.850.000,-11.509.500,-25.300.000,368.040.500,2.320.000,0,0,0,370.360.500
27/01/2022,user55021885@email.com,55477215264,162,509.000.000,-12.086.000,-25.265.000,471.649.000,1.160.000,0,0,0,472.809.000
28/01/2022,user344363840@email.com,55477215267,159,490.100.000,-11.333.000,-10.600.000,468.167.000,2.320.000,0,0,0,470.487.000
29/01/2022,user13752920@email.com,55477215270,142,463.150.000,-9.245.500,-16.050.000,437.854.500,2.900.000,0,0,0,440.754.500
30/01/2022,user310298185@email.com,55477215273,154,522.150.000,-15.411.000,-21.800.000,484.939.000,1.740.000,0,0,0,486.679.000
31/01/2022,user211337525@email.com,55477215276,167,533.200.000,-11.913.500,-18.475.000,502.811.500,2.900.000,0,0,0,505.711.500
01/02/2022,user345838910@email.com,55477215279,166,533.800.000,-12.876.000,-19.647.000,501.277.000,1.740.000,0,0,0,503.017.000
02/02/2022,user305061980@email.com,55477215282,144,461.520.000,-11.419.500,-17.450.000,432.650.500,4.350.000,0,0,0,437.000.500
03/02/2022,user365908410@email.com,55477215285,146,515.800.000,-19.637.500,-19.094.000,477.068.500,3.190.000,0,0,0,480.258.500
04/02/2022,user102824280@email.com,55477215288,153,464.300.000,-6.493.500,-16.600.000,441.206.500,2.900.000,0,0,0,444.106.500
05/02/2022,user167951575@email.com,55477215291,153,503.800.000,-9.447.500,-7.525.000,486.827.500,2.610.000,0,0,0,489.437.500
06/02/2022,user399878790@email.com,55477215294,167,545.150.000,-7.096.000,-9.985.000,528.069.000,4.350.000,0,0,0,532.419.000
07/02/2022,user75585450@email.com,55477215297,150,487.250.000,-9.209.500,-10.707.500,467.333.000,2.610.000,0,0,0,469.943.000
08/02/2022,user176663200@email.com,55477215300,135,432.900.000,-6.667.500,-15.134.000,411.098.500,2.320.000,0,0,0,413.418.500
09/02/2022,user13216760@email.com,55477215303,136,403.250.000,-9.806.500,-14.690.000,378.753.500,3.190.000,0,0,0,381.943.500
10/02/2022,user262648160@email.com,55477215306,154,464.450.000,-12.295.000,-19.675.000,432.480.000,1.740.000,0,0,0,434.220.000
11/02/2022,user228767065@email.com,55477215309,130,409.550.000,-8.499.500,-14.100.000,386.950.500,2.320.000,0,0,0,389.270.500
12/02/2022,user60214530@email.com,55477215312,151,462.750.000,-5.158.500,-13.297.000,444.294.500,2.320.000,0,0,0,446.614.500
13/02/2022,user203254105@email.com,55477215315,132,462.100.000,-9.126.000,-36.600.000,416.374.000,2.030.000,0,0,0,418.404.000
14/02/2022,user198309810@email.com,55477215318,111,330.900.000,-9.933.000,-35.650.000,285.317.000,2.030.000,0,0,0,287.347.000
15/02/2022,user329779070@email.com,55477215321,146,451.700.000,-7.297.000,-22.186.000,422.217.000,1.740.000,0,0,0,423.957.000
16/02/2022,user332338845@email.com,55477215324,126,382.100.000,-5.906.000,-11.200.000,364.994.000,2.320.000,0,0,0,367.314.000
17/02/2022,user239626270@email.com,55477215327,144,509.950.000,-8.949.500,-31.550.000,469.450.500,3.480.000,0,0,0,472.930.500
18/02/2022,user382280845@email.com,55477215330,116,374.600.000,-8.245.500,-10.400.000,355.954.500,580.000,0,0,0,356.534.500
19/02/2022,user103777515@email.com,55477215333,148,472.950.000,-10.032.500,-13.350.000,449.567.500,2.030.000,0,0,0,451.597.500
20/02/2022,user45630025@email.com,55477215336,153,573.650.000,-17.058.000,-35.700.000,520.892.000,2.320.000,0,0,0,523.212.000
21/02/2022,user52234515@email.com,55477215339,125,404.100.000,-13.821.500,-12.300.000,377.978.500,1.160.000,0,0,0,379.138.500
22/02/2022,user177995745@email.com,55477215342,149,467.500.000,-7.920.000,-29.485.000,430.095.000,2.320.000,0,0,0,432.415.000
23/02/2022,user386933720@email.com,55477215345,114,372.300.000,-5.081.000,-16.600.000,350.619.000,1.160.000,0,0,0,351.779.000
24/02/2022,user57780995@email.com,55477215348,115,367.780.000,-7.326.000,-24.265.000,336.189.000,2.900.000,0,0,0,339.089.000
25/02/2022,user94669590@email.com,55477215351,218,752.690.000,-47.406.000,-12.350.000,692.934.000,2.610.000,0,0,0,695.544.000
26/02/2022,user114463335@email.com,55477215354,116,387.490.000,-13.932.000,-10.000.000,363.558.000,580.000,0,0,0,364.138.000
27/02/2022,user36671885@email.com,55477215357,151,502.150.000,-17.091.000,-8.100.000,476.959.000,1.450.000,0,0,0,478.409.000
28/02/2022,user332456895@email.com,55477215360,145,488.490.000,-20.589.000,-13.100.000,454.801.000,3.480.000,0,0,0,458.281.000
01/03/2022,user298263225@email.com,55477215363,142,456.600.000,-10.082.000,-15.995.000,430.523.000,2.610.000,0,0,0,433.133.000
02/03/2022,user183947930@email.com,55477215366,113,330.140.000,-5.319.300,-11.600.000,313.220.700,1.450.000,0,0,0,314.670.700
03/03/2022,user136765950@email.com,55477215369,136,457.280.000,-7.982.000,-47.300.000,401.998.000,2.320.000,0,0,0,404.318.000
04/03/2022,user353992795@email.com,55477215372,129,431.550.000,-8.299.000,-21.822.000,401.429.000,2.610.000,0,0,0,404.039.000
05/03/2022,user321089425@email.com,55477215375,144,483.250.000,-9.031.000,-26.700.000,447.519.000,3.190.000,0,0,0,450.709.000
06/03/2022,user65167425@email.com,55477215378,155,533.300.000,-12.342.500,-29.190.000,491.767.500,580.000,0,0,0,492.347.500
07/03/2022,user50048510@email.com,55477215381,119,386.000.000,-7.622.500,-53.523.000,324.854.500,1.160.000,0,0,0,326.014.500
08/03/2022,user88148835@email.com,55477215384,85,272.350.000,-4.942.500,-14.625.000,252.782.500,1.450.000,0,0,0,254.232.500
09/03/2022,user399304560@email.com,55477215387,115,386.300.000,-9.330.000,-40.100.000,336.870.000,1.450.000,0,0,0,338.320.000
10/03/2022,user295679715@email.com,55477215390,97,301.250.000,-3.960.000,-34.100.000,263.190.000,1.160.000,0,0,0,264.350.000
11/03/2022,user179925095@email.com,55477215393,214,822.800.000,-72.238.500,-29.590.000,720.971.500,1.740.000,0,0,0,722.711.500
12/03/2022,user322816510@email.com,55477215396,105,348.750.000,-18.513.500,-18.250.000,311.986.500,2.320.000,0,0,0,314.306.500
13/03/2022,user373866300@email.com,55477215399,284,993.270.000,-72.442.100,-21.600.000,899.227.900,4.350.000,0,0,0,903.577.900
14/03/2022,user346522570@email.com,55477215402,134,488.600.000,-12.207.000,-36.725.000,439.668.000,2.320.000,0,0,0,441.988.000
15/03/2022,user318030145@email.com,55477215405,124,392.440.000,-8.376.000,-18.360.000,365.704.000,1.160.000,0,0,0,366.864.000
16/03/2022,user144117685@email.com,55477215408,147,460.590.000,-6.629.500,-31.222.500,422.738.000,2.030.000,0,0,0,424.768.000
17/03/2022,user56552200@email.com,55477215411,115,345.150.000,-7.986.000,-14.135.000,323.029.000,2.030.000,0,0,0,325.059.000
18/03/2022,user364628770@email.com,55477215414,98,307.290.000,-6.510.000,-19.927.500,280.852.500,870.000,0,0,0,281.722.500
19/03/2022,user361929790@email.com,55477215417,131,452.300.000,-13.572.000,-16.000.000,422.728.000,2.320.000,0,0,0,425.048.000
20/03/2022,user106125830@email.com,55477215420,140,462.190.000,-9.410.800,-33.958.000,418.821.200,1.450.000,0,0,0,420.271.200
21/03/2022,user239947515@email.com,55477215423,128,405.740.000,-6.156.500,-34.781.000,364.802.500,1.740.000,0,0,0,366.542.500
22/03/2022,user37043565@email.com,55477215426,123,379.790.000,-9.084.500,-41.950.000,328.755.500,2.900.000,0,0,0,331.655.500
23/03/2022,user54490970@email.com,55477215429,125,406.450.000,-8.387.500,-21.200.000,376.862.500,2.320.000,0,0,0,379.182.500
24/03/2022,user30003230@email.com,55477215432,176,590.050.000,-13.990.500,-5.200.000,570.859.500,2.320.000,0,0,0,573.179.500
25/03/2022,user300032435@email.com,55477215435,166,559.100.000,-16.295.000,-2.900.000,539.905.000,2.900.000,0,0,0,542.805.000
26/03/2022,user261959855@email.com,55477215438,141,459.140.000,-10.910.500,-16.295.000,431.934.500,3.480.000,0,0,0,435.414.500
27/03/2022,user164949025@email.com,55477215441,161,505.350.000,-10.372.000,-5.484.000,489.494.000,1.450.000,0,0,0,490.944.000
28/03/2022,user141407695@email.com,55477215444,141,435.290.000,-6.704.000,-28.600.000,399.986.000,2.030.000,0,0,0,402.016.000
29/03/2022,user178481045@email.com,55477215447,127,383.400.000,-6.882.500,-20.320.500,356.197.000,1.740.000,0,0,0,357.937.000
30/03/2022,user156564630@email.com,55477215450,119,391.500.000,-6.510.500,-19.700.000,365.289.500,3.190.000,0,0,0,368.479.500
31/03/2022,user28979820@email.com,55477215453,134,440.400.000,-8.132.000,-28.787.000,403.481.000,1.160.000,0,0,0,404.641.000
01/04/2022,user93382955@email.com,55477215456,251,898.740.000,-30.715.500,-20.800.000,847.224.500,3.770.000,0,0,0,850.994.500
02/04/2022,user235639355@email.com,55477215459,177,634.640.000,-23.296.000,-31.300.000,580.044.000,2.030.000,0,0,0,582.074.000
03/04/2022,user22357435@email.com,55477215462,187,681.550.000,-22.491.500,-53.200.000,605.858.500,1.740.000,0,0,0,607.598.500
04/04/2022,user6890380@email.com,55477215465,167,549.050.000,-13.549.500,-40.573.500,494.927.000,3.190.000,0,0,0,498.117.000
05/04/2022,user211373525@email.com,55477215468,147,484.540.000,-11.997.000,-40.222.000,432.321.000,2.030.000,0,0,0,434.351.000
06/04/2022,user51027345@email.com,55477215471,119,362.500.000,-7.258.000,-26.550.000,328.692.000,580.000,0,0,0,329.272.000
07/04/2022,user52585740@email.com,55477215474,126,374.640.000,-5.786.500,-17.600.000,351.253.500,2.610.000,0,0,0,353.863.500
08/04/2022,user144186420@email.com,55477215477,127,381.700.000,-6.056.500,-53.645.000,321.998.500,290.000,0,0,0,322.288.500
09/04/2022,user397789990@email.com,55477215480,138,426.300.000,-11.291.500,-20.350.000,394.658.500,2.900.000,0,0,0,397.558.500
10/04/2022,user52257550@email.com,55477215483,144,434.850.000,-9.151.000,-18.500.000,407.199.000,3.770.000,0,0,1.239.000,412.208.000
11/04/2022,user235905860@email.com,55477215486,138,423.750.000,-8.838.000,-31.224.500,383.687.500,2.610.000,0,0,1.239.000,387.536.500
12/04/2022,user93599680@email.com,55477215489,109,344.400.000,-10.568.000,-22.600.000,311.232.000,2.320.000,0,0,0,313.552.000
13/04/2022,user336568375@email.com,55477215492,103,317.650.000,-4.780.500,-22.750.000,290.119.500,2.900.000,0,0,3.717.000,296.736.500
14/04/2022,user167599650@email.com,55477215495,124,407.000.000,-7.995.500,-20.745.000,378.259.500,1.450.000,0,0,2.478.000,382.187.500
15/04/2022,user305252080@email.com,55477215498,141,436.500.000,-6.391.000,-13.500.000,416.609.000,870.000,0,0,2.478.000,419.957.000
16/04/2022,user233079355@email.com,55477215501,113,356.900.000,-3.570.000,-15.730.000,337.600.000,1.740.000,0,0,0,339.340.000
17/04/2022,user243222970@email.com,55477215504,142,474.050.000,-11.951.000,-41.750.000,420.349.000,870.000,0,0,0,421.219.000
18/04/2022,user39053635@email.com,55477215507,132,414.750.000,-5.077.500,-24.500.000,385.172.500,3.190.000,0,0,0,388.362.500
19/04/2022,user401264680@email.com,55477215510,128,425.700.000,-8.825.000,-28.076.000,388.799.000,1.740.000,0,0,0,390.539.000
20/04/2022,user251500635@email.com,55477215513,126,444.890.000,-14.424.000,-8.200.000,422.266.000,1.740.000,0,0,0,424.006.000
21/04/2022,user17210860@email.com,55477215516,121,399.650.000,-6.849.500,-15.000.000,377.800.500,1.740.000,0,0,0,379.540.500
22/04/2022,user190166235@email.com,55477215519,240,906.530.000,-65.962.000,-37.575.000,802.993.000,2.610.000,0,0,-1.239.000,804.364.000
23/04/2022,user36384725@email.com,55477215522,150,493.600.000,-16.946.500,-27.500.000,449.153.500,4.350.000,0,0,0,453.503.500
24/04/2022,user110832675@email.com,55477215525,155,526.700.000,-23.592.500,-29.215.000,473.892.500,2.610.000,0,0,0,476.502.500
25/04/2022,user281906085@email.com,55477215528,129,420.550.000,-8.396.500,-30.625.000,381.528.500,2.610.000,0,0,0,384.138.500
26/04/2022,user255351250@email.com,55477215531,121,419.500.000,-9.941.000,-32.865.000,376.694.000,2.030.000,0,0,0,378.724.000
27/04/2022,user290913375@email.com,55477215534,101,340.500.000,-11.230.000,-28.890.000,300.380.000,2.320.000,0,0,0,302.700.000
28/04/2022,user26472135@email.com,55477215537,122,411.950.000,-11.576.500,-31.350.000,369.023.500,2.610.000,0,0,0,371.633.500
29/04/2022,user374794210@email.com,55477215540,113,396.150.000,-11.629.500,-22.551.000,361.969.500,2.610.000,0,0,0,364.579.500
30/04/2022,user29358495@email.com,55477215543,137,462.550.000,-11.913.500,-44.286.000,406.350.500,2.320.000,0,0,0,408.670.500
01/05/2022,user188683520@email.com,55477215546,310,1.121.980.000,-74.639.200,-31.500.000,1.015.840.800,3.190.000,0,0,0,1.019.030.800
02/05/2022,user6227740@email.com,55477215549,163,559.950.000,-23.569.500,-17.950.000,518.430.500,3.190.000,0,0,0,521.620.500
03/05/2022,user175017230@email.com,55477215552,146,446.490.000,-11.916.000,-24.315.000,410.259.000,2.320.000,0,0,0,412.579.000
04/05/2022,user347976685@email.com,55477215555,155,501.480.000,-10.471.500,-20.550.000,470.458.500,4.930.000,0,0,0,475.388.500
05/05/2022,user306761440@email.com,55477215558,121,376.900.000,-11.999.500,-38.450.000,326.450.500,1.160.000,0,0,0,327.610.500
06/05/2022,user296486610@email.com,55477215561,123,390.200.000,-10.532.000,-34.752.000,344.916.000,870.000,0,0,0,345.786.000
07/05/2022,user60799435@email.com,55477215564,128,440.500.000,-17.322.500,-17.307.500,405.870.000,3.480.000,0,0,0,409.350.000
08/05/2022,user397555990@email.com,55477215567,161,544.000.000,-16.766.500,-34.680.000,492.553.500,4.060.000,0,0,0,496.613.500
09/05/2022,user77838290@email.com,55477215570,156,542.450.000,-16.630.500,-35.924.000,489.895.500,3.480.000,0,0,0,493.375.500
10/05/2022,user36810370@email.com,55477215573,144,527.850.000,-17.037.000,-26.700.000,484.113.000,2.900.000,0,0,0,487.013.000
11/05/2022,user76034390@email.com,55477215576,143,466.400.000,-12.767.000,-30.750.000,422.883.000,1.740.000,0,0,0,424.623.000
12/05/2022,user202115240@email.com,55477215579,118,381.750.000,-11.890.500,-21.422.000,348.437.500,1.450.000,0,0,0,349.887.500
13/05/2022,user318616865@email.com,55477215582,109,349.550.000,-6.910.000,-10.904.000,331.736.000,2.320.000,0,0,0,334.056.000
14/05/2022,user308365745@email.com,55477215585,152,497.590.000,-10.282.500,-10.800.000,476.507.500,2.900.000,0,0,0,479.407.500
15/05/2022,user61232490@email.com,55477215588,161,580.100.000,-18.989.000,-26.815.000,534.296.000,2.320.000,0,0,0,536.616.000
16/05/2022,user130357475@email.com,55477215591,144,489.400.000,-15.134.000,-17.950.000,456.316.000,3.770.000,0,0,0,460.086.000
17/05/2022,user383428970@email.com,55477215594,120,401.350.000,-11.096.000,-24.410.000,365.844.000,2.900.000,0,0,0,368.744.000
18/05/2022,user144378690@email.com,55477215597,163,525.800.000,-11.483.500,-39.300.000,475.016.500,5.220.000,0,0,0,480.236.500
19/05/2022,user10119255@email.com,55477215600,127,433.850.000,-13.041.500,-18.675.000,402.133.500,4.060.000,0,0,0,406.193.500
20/05/2022,user376740130@email.com,55477215603,125,452.150.000,-13.580.000,-15.400.000,423.170.000,3.480.000,0,0,0,426.650.000
21/05/2022,user170552705@email.com,55477215606,152,523.950.000,-17.736.000,-16.465.000,489.749.000,1.740.000,0,0,0,491.489.000
22/05/2022,user88196565@email.com,55477215609,158,621.340.000,-30.989.500,-35.947.500,554.403.000,2.900.000,0,0,0,557.303.000
23/05/2022,user158903040@email.com,55477215612,155,508.950.000,-21.438.000,-23.650.000,463.862.000,2.320.000,0,0,0,466.182.000
24/05/2022,user235724645@email.com,55477215615,151,513.650.000,-18.633.500,-45.854.000,449.162.500,2.320.000,0,0,0,451.482.500
25/05/2022,user69582435@email.com,55477215618,133,435.300.000,-16.037.500,-21.650.000,397.612.500,2.320.000,0,0,0,399.932.500
26/05/2022,user1583570@email.com,55477215621,124,407.300.000,-16.019.000,-27.165.000,364.116.000,2.320.000,0,0,0,366.436.000
27/05/2022,user222933440@email.com,55477215624,132,460.850.000,-15.314.000,-15.622.000,429.914.000,1.740.000,0,0,0,431.654.000
28/05/2022,user340563380@email.com,55477215627,152,541.840.000,-21.035.000,-39.065.000,481.740.000,2.030.000,0,0,0,483.770.000
29/05/2022,user249994580@email.com,55477215630,155,538.250.000,-16.304.000,-18.559.000,503.387.000,2.610.000,0,0,0,505.997.000
30/05/2022,user49089120@email.com,55477215633,145,510.450.000,-14.076.000,-56.148.000,440.226.000,2.900.000,0,0,0,443.126.000
31/05/2022,user337089250@email.com,55477215636,129,466.850.000,-20.187.000,-20.734.000,425.929.000,870.000,0,0,0,426.799.000
01/06/2022,user307276010@email.com,55477215639,339,1.334.220.000,-102.031.800,-42.194.000,1.189.994.200,3.190.000,0,0,0,1.193.184.200
02/06/2022,user221283285@email.com,55477215642,161,584.450.000,-26.663.000,-35.224.000,522.563.000,4.060.000,0,0,0,526.623.000
03/06/2022,user356514145@email.com,55477215645,167,559.100.000,-17.709.500,-25.568.000,515.822.500,2.030.000,0,0,0,517.852.500
04/06/2022,user317806130@email.com,55477215648,145,525.690.000,-25.354.000,-24.600.000,475.736.000,2.320.000,0,0,0,478.056.000
05/06/2022,user272499545@email.com,55477215651,191,654.840.000,-17.666.000,-21.200.000,615.974.000,3.190.000,0,0,0,619.164.000
06/06/2022,user401855610@email.com,55477215654,154,519.800.000,-13.827.000,-14.700.000,491.273.000,2.320.000,0,0,0,493.593.000
07/06/2022,user79088575@email.com,55477215657,197,652.100.000,-15.556.000,-26.500.000,610.044.000,5.510.000,0,0,0,615.554.000
08/06/2022,user148769560@email.com,55477215660,173,593.100.000,-16.252.500,-38.035.000,538.812.500,2.320.000,0,0,0,541.132.500
09/06/2022,user96182380@email.com,55477215663,177,661.400.000,-21.749.500,-35.295.000,604.355.500,2.030.000,0,0,0,606.385.500
10/06/2022,user197319820@email.com,55477215666,165,566.490.000,-17.064.100,-13.565.000,535.860.900,2.900.000,0,0,0,538.760.900
11/06/2022,user331746485@email.com,55477215669,158,562.950.000,-16.879.000,-27.485.000,518.586.000,2.320.000,0,0,0,520.906.000
12/06/2022,user131284490@email.com,55477215672,179,642.500.000,-22.515.000,-8.500.000,611.485.000,4.060.000,0,0,0,615.545.000
13/06/2022,user345674010@email.com,55477215675,146,458.700.000,-16.421.000,-27.250.000,415.029.000,2.320.000,0,0,0,417.349.000
14/06/2022,user88331620@email.com,55477215678,141,473.650.000,-12.743.000,-27.500.000,433.407.000,2.900.000,0,0,0,436.307.000
15/06/2022,user299521300@email.com,55477215681,139,473.350.000,-16.040.500,-36.700.000,420.609.500,1.740.000,0,0,0,422.349.500
16/06/2022,user46203965@email.com,55477215684,127,446.950.000,-17.247.000,-36.880.000,392.823.000,2.030.000,0,0,0,394.853.000
17/06/2022,user15608935@email.com,55477215687,171,599.450.000,-16.329.500,-41.375.000,541.745.500,3.770.000,0,0,0,545.515.500
18/06/2022,user154736485@email.com,55477215690,185,649.750.000,-19.308.000,-26.900.000,603.542.000,3.480.000,0,0,0,607.022.000
19/06/2022,user174895005@email.com,55477215693,124,412.250.000,-11.748.500,-25.654.000,374.847.500,2.610.000,0,0,0,377.457.500
20/06/2022,user113262395@email.com,55477215696,215,775.550.000,-26.911.000,-47.182.500,701.456.500,1.450.000,0,0,0,702.906.500
21/06/2022,user345127545@email.com,55477215699,170,622.650.000,-26.973.500,-19.155.000,576.521.500,2.030.000,0,0,0,578.551.500
22/06/2022,user389231285@email.com,55477215702,153,487.900.000,-12.700.000,-12.200.000,463.000.000,4.060.000,0,0,0,467.060.000
23/06/2022,user313902980@email.com,55477215705,180,611.600.000,-15.058.500,-20.300.000,576.241.500,2.320.000,0,0,0,578.561.500
24/06/2022,user404658470@email.com,55477215708,162,568.900.000,-17.989.000,-28.064.000,522.847.000,2.610.000,0,0,0,525.457.000
25/06/2022,user45658845@email.com,55477215711,205,756.500.000,-24.393.000,-39.800.000,692.307.000,2.320.000,0,0,0,694.627.000
26/06/2022,user330469090@email.com,55477215714,180,674.900.000,-21.491.500,-34.946.000,618.462.500,4.350.000,0,0,0,622.812.500
27/06/2022,user364532995@email.com,55477215717,174,607.450.000,-18.032.000,-38.950.000,550.468.000,4.060.000,0,0,0,554.528.000
