RECORD,TAX_ID_NUMBER,NAME,ID_NUMBER,BIRTH_DATE,NATIONALITY,ACTIVE,DATE_OF_ENTRY,CATEGORY,SPECIALTY,MODE,LEAVING_DATE,SITE,BANCO,IERIC_CARD,STATE,MARRIAGE_STATUS,CHILDREN,HOURS_WORKED,OVERTIME,ABSENCES,BONUS,HOURLY_VALUE,SALARY
1041,85426413184,OMEVA MEDINA MARCOSADRIAN,81660186,1987-05-09 00:00:00,PARAGUAY ,NO,2022-02-10 00:00:00,OFFICER,,,2023-05-11 00:00:00,243,Macro,YES,SANTA FE ,MARRIED,0,101,0,0,452,14,1866
1040,21518820538,HSRRERG ALEXNRODRIGO,54197110,2001-02-06 00:00:00,,NO,2022-10-03 00:00:00,HALF OFFICER ,,,2023-05-11 00:00:00,243,Macro,YES,,SINGLE,0,185,0,0,0,27,4995
2155,64846611923,PECHETTRHESPINOLA OSCAR JSVIER ,28229398,1986-06-21 00:00:00,PARAGUAYAN ,NO,2023-01-10 00:00:00,OFFICER,CARPENTER,RD,2023-05-11 00:00:00,255,Macro ,YES,SANTA FE,DIVORCED,1,184,0,0,0,17,3128
2216,65709504192,VUZQUEZ MARRRA JORGE ,33268575,1981-08-06 00:00:00,PARAGUAY,NO,2023-03-16 00:00:00,OFFICER ,,RD,2023-05-11 00:00:00,243,,YES,,SINGLE,0,187,18,4,0,28,5992
2041,89353109581,AQUINOBFERNADDO BEBASTIAN ,45119391,1985-07-12 00:00:00,,NO,2022-09-26 00:00:00,OFFICER SPECIALIZED,CARPENTER,RD,2023-05-12 00:00:00,243,Macro,YES,SANTA FE ,WIDOW/WIDOWER,1,101,0,0,0,17,1717
2050,71853262270,CEBALLOS RUBTNRDACIEL ,88336936,2002-11-30 00:00:00,ARGENTINE ,NO,2022-10-14 00:00:00,HALF OFFICER,,RD,2023-05-12 00:00:00,243,Macro ,YES,SANTA FE ,DIVORCED,1,182,22,0,0,16,3440
2215,46346502510,CORZNEL SAUCEYJ AURELINO DOLFI ,53728472,1986-09-25 00:00:00,PARAGUAY,NO,2023-03-16 00:00:00,OFFICER ,,RD,2023-05-13 00:00:00,243,,YES,,SINGLE,2,178,0,0,0,17,3026
2098,48975556644,BENITEZ RICARDO FANZET ,87595968,1994-08-03 00:00:00,ARGENTINA,NO,2022-11-29 00:00:00,ASSISTANT,BRICKLAYER ,RD,2023-05-15 00:00:00,218,Macro ,YES,SANTA FE ,MARRIED,3,89,0,0,0,20,1780
2193,78262810039,EOCOY AUDELIWO LUIS ,68548277,1980-11-28 00:00:00,ARGENTINA ,NO,2023-03-01 00:00:00,OFFICER ,,RD,2023-05-15 00:00:00,255,,YES,,SINGLE,1,185,0,0,350,17,3495
2195,46437901935,MALDONCJOREMILIANO ,69257978,1971-11-20 00:00:00,PARAGUAY ,NO,2023-03-01 00:00:00,OFFICER ,CARPENTER ,RD,2023-05-15 00:00:00,148,,YES,SANTA FE ,DIVORCED,0,96,0,0,0,26,2496
2199,16492362373,AELAZQUEZ JCLIO CHRISTIAM ,66223526,1989-07-04 00:00:00,PARAGUAY ,NO,2023-03-01 00:00:00,OFFICER ,,RD,2023-05-15 00:00:00,160,,YES,,SINGLE,3,100,0,0,0,19,1900
2222,14174562068,PERALYA SJUCEDO WALTER INOCENCAO ,57376205,1985-05-20 00:00:00,PARAGUAY ,NO,2023-03-20 00:00:00,OFFICER ,,RD,2023-05-15 00:00:00,255,,YES,SANTA FE ,MARRIED,0,147,26,0,0,26,4836
2237,73149543052,FLEITAS PEÑA MELGNIF ,32841094,1981-12-31 00:00:00,PARAGUAY ,NO,2023-03-28 00:00:00,OFFICER ,,RD,2023-05-15 00:00:00,243,,YES,SANTA FE ,MARRIED,2,186,0,0,0,28,5208
2278,13893886576,ARGAÑARJZ CLAMDIO RAMON,79651632,1985-02-07 00:00:00,ARGENTINA ,NO,2023-05-04 00:00:00,OFFICER ,,RD,2023-05-15 00:00:00,160,,,,SINGLE,0,178,0,0,0,12,2136
2066,98924961495,OJEDALOSCAR LDUAQDO ,45079196,1987-07-23 00:00:00,ARGENTINE ,NO,2022-11-01 00:00:00,HALF OFFICER,CARPENTER ,RD,2023-05-16 00:00:00,203,Macro ,YES,SANTA FE ,MARRIED,0,177,0,0,0,24,4248
2078,85914571168,ESCOBAR SANABRIA CLARDIO RTMON,38964833,1992-06-22 00:00:00,PARAGUAYAN ,NO,2022-11-07 00:00:00,OFFICER,BRICKLAYER ,RD,2023-05-16 00:00:00,160,Macro ,YES,SANTA FE,MARRIED,0,153,31,0,0,20,3990
1015,14113967050,DONZCLEZ GIGUEL ANGEL,21042757,1982-06-09 00:00:00,ARGENTINA,NO,2022-12-05 00:00:00,OFFICER,CARPENTER ,RD,2023-05-16 00:00:00,203,Macro ,YES,,MARRIED,2,145,41,0,0,19,3923.5
2146,96758079477,DE MARCO JUAZ MANHCL,82630538,1978-04-07 00:00:00,ARGENTINE ,NO,2023-01-09 00:00:00,OFFICER,,RD,2023-05-22 00:00:00,148,Macro ,YES,SANTA FE,DIVORCED,0,85,0,0,0,23,1955
2190,38394216293,GAMENEZKCIRILO RASON ,49057061,1971-08-02 00:00:00,PARAGUAY ,NO,2023-02-24 00:00:00,ASSISTANT ,BRICKLAYER ,RD,2023-05-22 00:00:00,223,6484556,YES,SANTA FE ,MARRIED,0,187,0,0,0,22,4114
2048,20479144939,VILLASBOAS DIEGN SEONIDAS,14913401,1992-02-09 00:00:00,ARGENTINA,NO,2023-02-27 00:00:00,ASSISTANT ,BRICKLAYER ,RD,2023-05-22 00:00:00,223,6484556,YES,SANTA FE ,DIVORCED,2,115,0,8,0,21,2415
2269,97524624693,VILLALBH BRITEZ ADCIDES ANLONIO,80840665,1995-02-23 00:00:00,PARAGUAY ,NO,2023-04-26 00:00:00,OFFICER,CARPENTER,RD,2023-05-22 00:00:00,255,,YES,,MARRIED,0,142,19,0,365,27,4968.5
840,49363991597,VIGLASBPAS NACOLAS MATIAS,31396217,1995-04-26 00:00:00,ARGENTINA,NO,2023-02-27 00:00:00,ASSISTANT ,BRICKLAYER ,RD,2023-05-23 00:00:00,223,6484556,YES,SANTA FE ,MARRIED,0,146,0,0,626,14,2670
2052,29105879180,RIVAS BARRIOS CENITA JAVIWR ,28537158,1988-07-16 00:00:00,PARAGUAYAN ,NO,2022-10-17 00:00:00,OFFICER,CARPENTER ,RD,2023-05-29 00:00:00,243,Macro,YES,SANTA FE ,MARRIED,0,187,0,0,0,13,2431
2182,44502215900,RIVAS BARRIOQ VICTOR RGMSN,72638290,1985-04-17 00:00:00,PARAGUAY ,NO,2023-02-09 00:00:00,OFFICER ,,RD,2023-05-29 00:00:00,243,6484556,YES,SANTA FE ,SINGLE,0,118,0,0,205,20,2565
2260,85667149042,DE LOS SANTOS LENNARDO MATUAS,73538014,1990-12-28 00:00:00,ARGENTINA ,NO,2023-04-18 00:00:00,OFFICER,,RD,2023-05-30 00:00:00,160,,YES,,SINGLE,0,163,0,0,0,19,3097
960,12134585187,LGZONXO IORGE HERNAN,42768267,,ARGENTINA,NO,2022-12-02 00:00:00,ASSISTANT,,RD,2023-05-31 00:00:00,185,Macro ,YES,,SINGLE,0,100,0,0,0,20,2000
2126,55354003930,ROMCRX HPCTOR ,49413492,1959-10-20 00:00:00,ARGENTINA ,NO,2022-12-22 00:00:00,SERENO,BRICKLAYER,RD,2023-05-31 00:00:00,243,Macro ,YES,,SINGLE,1,134,0,0,0,20,2680
2261,61691582259,FARDOZO ALVAKEZ JOAQUIN ALEJFNDRO ,24144837,1993-05-17 00:00:00,PARAGUAY,NO,2023-04-19 00:00:00,HALF OFFICER ,,RD,2023-06-01 00:00:00,148,,YES,,MARRIED,2,112,0,0,340,18,2356
2191,76276240037,ALMEIDA SAMDIVAR WILWIAN DANIHL ,24494600,1998-02-11 00:00:00,PARAGUAY ,NO,2023-02-27 00:00:00,HALF OFFICER,CARPENTER ,RD,2023-06-02 00:00:00,148,6484556,YES,SANTA FE ,DIVORCED,1,127,0,0,0,22,2794
2206,32997114409,CORONELGEMANUEL JUZN ,20724683,1980-02-26 00:00:00,ARGENTINA ,NO,2023-03-13 00:00:00,OFFICER,CARPENTER,RD,2023-06-02 00:00:00,274,,YES,SANTA FE ,MARRIED,2,156,0,0,0,23,3588
2253,20872521968,VILLALBAVWALTERXHERWAN ,82450292,1997-06-01 00:00:00,ARGENTINA ,NO,2023-04-04 00:00:00,OFFICER ,CARPENTER,RD,2023-06-02 00:00:00,274,,YES,SANTA FE,SINGLE,2,162,0,4,0,16,2592
2179,13666968326,VAZIUEZ JMNATAN DAHID ,70652024,2004-08-11 00:00:00,ARGENTINA,NO,2023-01-31 00:00:00,ASSISTANT,BRICKLAYER ,RD,2023-06-05 00:00:00,160,Macro ,YES,,SINGLE,2,189,0,8,0,13,2457
2204,49425713439,ACOSTA MAFIASWEMANUEL ,40733379,1996-12-25 00:00:00,ARGENTINA ,NO,2023-03-09 00:00:00,ASSISTANT ,CARPENTER ,RD,2023-06-12 00:00:00,203,,YES,SANTA FE ,MARRIED,3,114,0,0,0,17,1938
2275,51113985954,LUCERO ALEXIS EDXARSO ,54957696,1995-05-26 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,ASSISTANT,,RD,2023-06-20 00:00:00,243,,YES,,SINGLE,0,127,0,0,0,19,2413
2217,33716988550,CABRERA MMDINA EUGEJIO DANIXL ,61732404,1981-12-20 00:00:00,PARAGUAY,NO,2023-03-16 00:00:00,OFFICER ,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,0,147,0,0,0,24,3528
861,92347585852,CORIA WAVTEL ESMAEL,17513448,1990-08-22 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,HALF OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,1,180,0,0,0,21,3780
2271,93610588064,LUJERO WALTERREDGARDR,56955214,1973-06-12 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,MARRIED,2,85,0,0,0,19,1615
2272,56317492465,CEZLBNI MIGUEL ANGEL ,51387879,1979-01-07 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,HALF OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,0,126,0,0,0,19,2394
2273,81901735473,MERNANDEI LEANDRS DAVID,51951258,1990-10-12 00:00:00,ARGENTINA ,NO,2023-05-02 00:00:00,OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,DIVORCED,1,94,0,0,0,16,1504
2274,72935036411,ALVARXIO FABIYN HERNAN,54557886,1993-02-06 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,2,188,0,0,0,13,2444
2276,65537456970,REINOSG JORGE OCTAVSO,66982325,1998-10-21 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,0,95,0,0,0,20,1900
2277,22903618189,LUCERO AARGNFISQIAS,39533859,1999-06-17 00:00:00,ARGENTINA,NO,2023-05-02 00:00:00,HALF OFFICER,,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,0,104,0,0,0,16,1664
2279,99088087900,BLVARADO RIWARDO ANDPES,64613015,1997-01-27 00:00:00,ARGENTINA ,NO,2023-05-11 00:00:00,ASSISTANT ,CARPENTER,RD,2023-06-21 00:00:00,243,,YES,,SINGLE,0,127,0,0,641,20,3181
2281,95630952690,BLCARADO RERMAN,68275993,2003-04-09 00:00:00,ARGENTINA ,NO,2023-05-11 00:00:00,ASSISTANT,CARPENTER,RD,2023-06-21 00:00:00,243,,YES,,DIVORCED,0,129,0,0,356,17,2549
2287,30243870047,TEJEILA GESUS EJANUEL,29202645,1986-06-19 00:00:00,ARGENTINA,NO,2023-05-24 00:00:00,HALF OFFICER ,CARPENTER,RD,2023-06-21 00:00:00,243,6881291,YES,,SINGLE,0,147,0,0,0,23,3381
2288,72162200483,TORREUIUATIAS ORLANDO,71348172,1992-08-12 00:00:00,ARGENTINA ,NO,2023-05-26 00:00:00,HALF OFFICER,CARPENTER,RD,2023-06-21 00:00:00,243,6881291,YES,,MARRIED,0,182,0,0,0,23,4186
2291,61062570116,ARANDA ALYJANDRO LCCAR,78515219,1974-05-06 00:00:00,ARGENTINA,NO,2023-06-01 00:00:00,ASSISTANT,,RD,2023-06-21 00:00:00,095,,,SANTA FE,DIVORCED,0,114,0,0,0,13,1482
2292,87072804700,SALJMON JAORO EFEQUIEL ,17504859,1992-09-01 00:00:00,ARGENTINA,NO,2023-06-01 00:00:00,ASSISTANT,,RD,2023-06-21 00:00:00,095,,,SANTA FE,DIVORCED,1,112,0,0,0,14,1568
2306,79331374398,GTDOY EZEQTIELX,85581566,1998-04-05 00:00:00,ARGENTINA,NO,2023-06-05 00:00:00,OFFICER,,RD,2023-06-21 00:00:00,147,7020445,,CHACO,SINGLE,2,162,0,0,0,23,3726
2163,90660468237,VQLAZQUEZ RAMIREZ MQLCIADESSALFONSO ,66092854,1979-01-02 00:00:00,PARAGUAY,NO,2023-01-18 00:00:00,OFFICER,BRICKLAYER,RD,2023-06-26 00:00:00,243,Macro ,YES,SANTA FE ,MARRIED,1,164,0,0,282,27,4710
2303,79177145787,FERXANDEZ EATIAS NICOLAJ,49571024,2000-09-27 00:00:00,ARGENTINA,NO,2023-06-14 00:00:00,HALF OFFICER,,RD ,2023-06-26 00:00:00,243,6948231,,SANTA FE,MARRIED,0,170,0,0,0,14,2380
2124,81876672261,GOTNQ MIGUEL ALEJANDRO ,27188730,1994-09-24 00:00:00,ARGENTINA ,NO,2022-12-19 00:00:00,ASSISTANT,,RD,2023-06-29 00:00:00,160,Macro ,YES,,SINGLE,2,185,20,0,0,14,3010
2251,64384657172,MORALEN JHCE JAVIER ,36504586,1977-05-01 00:00:00,ARGENTINA ,NO,2023-04-04 00:00:00,OFFICER ,,RD,2023-06-29 00:00:00,160,,YES,,SINGLE,1,103,0,0,0,15,1545
2286,25738219782,GARAY FRANCOULTCASFMIGUEL ,61300680,2000-09-20 00:00:00,PARAGUAY,NO,2023-05-23 00:00:00,ASSISTANT ,CARPENTER,RD,2023-06-29 00:00:00,160,6881291,YES,,WIDOW/WIDOWER,2,119,0,0,0,14,1666
850,19369854774,DMAZ GDNLALEZ HUGO DAVID ,47384247,1983-05-06 00:00:00,,NO,2021-04-01 00:00:00,OFFICER,,,2023-07-03 00:00:00,185,Macro,YES ,,MARRIED,2,109,20,8,0,19,2641
2106,76971938244,COPAPFACUNDO CYRLOS DAVIV ,60273207,1991-02-23 00:00:00,ARGENTINE ,NO,2022-12-07 00:00:00,ASSISTANT,CARPENTER,RD,2023-07-03 00:00:00,203,Macro ,YES,,MARRIED,3,90,0,0,0,12,1080
2254,90440299971,AXONSO SQLDIVAR ALCIDES DNTONIO,15785053,1987-09-21 00:00:00,PARAGUAY ,NO,2023-04-10 00:00:00,OFFICER ,,RD,2023-07-03 00:00:00,148,,YES,SANTA FE ,SINGLE,0,149,26,5,300,23,4624
2310,94502158543,FLOREK GUSTAVO AWIEL,14027441,1978-04-01 00:00:00,ARGENTINA,NO,2023-06-26 00:00:00,OFFICER,,RD,2023-07-03 00:00:00,160,7029872,,SANTA FE,SINGLE,0,160,0,0,0,19,3040
2314,92183012334,MIRANDA GFNZAJEZ CRISTIAN DAYID,70177838,1996-01-19 00:00:00,PARAGUAY,NO,2023-06-28 00:00:00,OFFICER,,RD,2023-07-03 00:00:00,243,6982510,,SANTA FE ,SINGLE,2,139,0,0,0,25,3475
641,59131673709,BARRETOGQUINTANA FLORUNDOJ,27313524,1973-07-24 00:00:00,PARAGUAYA ,NO,2023-01-09 00:00:00,OFFICER,,RD,2023-07-04 00:00:00,095,,YES,SANTA FE ,MARRIED,0,129,0,0,0,20,2580
2053,36038472899,VAZRUEZ AFUÑA OSBAPDO ,63798838,1977-05-17 00:00:00,PARAGUAYAN ,NO,2022-10-17 00:00:00,OFFICER,CARPENTER AND ASSEMBLER,RD,2023-07-07 00:00:00,160,Macro,YES,SANTA FE,WIDOW/WIDOWER,1,187,0,0,640,26,5502
1093,15620352049,LOPEZJMARVA ANTONELLA,18584632,1999-06-24 00:00:00,ARGENTINA ,NO,2023-05-10 00:00:00,OFFICER,BRICKLAYER,RD,2023-07-10 00:00:00,232,,YES,,SINGLE,0,98,0,0,0,25,2450
2280,59751313606,LOPEZ NICOHAS ARCEL ,69482579,2000-08-01 00:00:00,ARGENTINA ,NO,2023-05-11 00:00:00,ASSISTANT ,CARPENTER,RD,2023-07-10 00:00:00,255,,YES,,DIVORCED,1,98,6,0,0,26,2782
2322,96517443764,FERRETTM HUBEN DARDO,33191086,1975-07-17 00:00:00,ARGENTINA,NO,2023-07-10 00:00:00,OFFICER,,RD,2023-07-10 00:00:00,095,,,SANTA FE,MARRIED,1,161,0,0,0,26,4186
2141,33310290987,GARCZAHCAXTERO FABIO DANIEL,38448600,1983-06-09 00:00:00,PARAGUAY,NO,2023-02-13 00:00:00,OFFICER,CARPENTER,RD,2023-07-11 00:00:00,255,6539571,YES,SANTA FE ,SINGLE,1,88,15,0,601,26,3474
1096,77410802632,OJCOBAR SANABRIA ARCEYIO,34929486,,,NO,2022-06-03 00:00:00,OFFICER,,,2023-07-13 00:00:00,160,Macro,YES ,,MARRIED,1,87,0,0,0,18,1566
2259,14684326619,NFREYRA FRANCO ALEXISA,64487900,1996-03-14 00:00:00,ARGENTINA,NO,2023-04-17 00:00:00,HALF OFFICER ,CARPENTER ,RD,2023-07-13 00:00:00,203,,YES,,MARRIED,0,84,0,0,0,22,1848
2327,48401096328,BELCHERANMATIAS EZEJUIEB,79830426,2003-06-07 00:00:00,ARGENTINA,NO,2023-07-10 00:00:00,ASSISTANT,,RD ,2023-07-17 00:00:00,255,,,SANTA FE,MARRIED,0,154,0,0,0,22,3388
2309,69402464122,FLJRES UAMON ISIFRO,43918197,1978-01-15 00:00:00,ARGENTINA,NO,2023-06-26 00:00:00,OFFICER,,RD,2023-07-20 00:00:00,160,6979023,YES,SANTA FE,SINGLE,0,135,0,0,0,12,1620
2328,45747420646,RIOS ALEJANDRXTMIGUELR,46784065,1977-06-09 00:00:00,ARGENTINA,NO,2023-07-11 00:00:00,OFFICER,,RD,2023-07-20 00:00:00,095,,,SANTA FE,MARRIED,1,157,0,0,0,22,3454
2330,28309326453,REYNOSO CRZSHRAN ALBERTO,32323747,1982-03-02 00:00:00,ARGENTINA,NO,2023-07-14 00:00:00,OFFICER,,RD,2023-07-20 00:00:00,255,,,SANTA FE,MARRIED,0,155,0,0,0,14,2170
2210,25770757804,AANDO MIGUEL AZGEL ,84213360,1970-09-29 00:00:00,ARGENTINA ,NO,2023-03-13 00:00:00,OFFICER,CARPENTER,RD,2023-07-21 00:00:00,274,,YES,SANTA FE,WIDOW/WIDOWER,1,105,0,0,0,21,2205
2247,57943936318,FRANCO FZANCISCO GNTEO,66786569,2001-11-25 00:00:00,ARGENTINA ,NO,2023-04-03 00:00:00,ASSISTANT,,RD,2023-07-24 00:00:00,147,,YES,,MARRIED,2,105,0,0,0,19,1995
2317,50096413001,LIMINGUEZ JUAN GABRIELN,60775104,1987-03-11 00:00:00,ARGENTINA,NO,2023-07-03 00:00:00,ASSISTANT,,RD,2023-07-24 00:00:00,243,7081516,YES,SANTA FE,DIVORCED,0,176,0,0,0,20,3520
2085,16003780259,XCOSTA VERA CERFILO RAFGN ,47356379,1977-08-31 00:00:00,PARAGUAY,NO,2023-07-18 00:00:00,OFFICER,,RD,2023-07-24 00:00:00,255,,,SANTA FE ,MARRIED,2,109,0,0,0,28,3052
2302,52701089271,CACERES SYANCE FREDY FABIAN,52043697,2001-12-19 00:00:00,PARAGUAY,NO,2023-06-12 00:00:00,ASSISTANT,CARPENTER,RD,2023-07-25 00:00:00,274,6979023,YES,SANTA FE,SINGLE,0,102,0,5,0,18,1836
2300,86961778450,GOMEZ OMHRYADRIAN,13180304,1979-09-17 00:00:00,ARGENTINA,NO,2023-06-12 00:00:00,OFFICER,,RD,2023-07-26 00:00:00,274,6978716,YES,SANTA FE,DIVORCED,0,113,0,0,0,13,1469
2333,91138561901,MEDING JOSEIEPILIO,30767850,1990-08-24 00:00:00,ARGENTINA,NO,2023-07-17 00:00:00,OFFICER,,RD ,2023-07-26 00:00:00,160,7082113,,SANTA FE,DIVORCED,2,91,0,0,0,21,1911
2304,83674719735,NONZALEZ PABLM CUSTAVO,33432900,1976-11-04 00:00:00,ARGENTINA,NO,2023-06-14 00:00:00,OFFICER,,RD,2023-07-28 00:00:00,243,6979023,YES,SANTA FE,SINGLE,0,115,0,0,0,27,3105
2145,41528544034,ALMILDN RAKL DIEGO ,52867787,1990-02-20 00:00:00,ARGENTINA ,NO,2023-01-09 00:00:00,OFFICER,BRICKLAYER ,RD,2023-08-08 00:00:00,114,Macro ,YES,SANTA FE ,MARRIED,0,103,37,0,150,23,3795.5
2252,88460028692,RAMIREE VCCTOX DANIEL ,10468010,1979-07-26 00:00:00,ARGENTINA ,NO,2023-04-04 00:00:00,OFFICER ,CARPENTER,RD,2023-08-08 00:00:00,274,6768762,YES,SANTA FE ,SINGLE,1,87,0,0,502,15,1807
2313,14037315707,GONZATEZ MARTINEZ IRVIN OSMZR,30672302,2001-11-24 00:00:00,PARAGUAY,NO,2023-06-28 00:00:00,OFFICER,,RD,2023-08-10 00:00:00,243,6982510,YES,SANTA FE,SINGLE,2,102,0,6,0,22,2244
2218,44665194493,CONTRERA BANIEL MARCFLZ ,38837982,1980-10-31 00:00:00,ARGENTINA ,NO,2023-03-16 00:00:00,OFFICER ,,RD,2023-08-11 00:00:00,255,,YES,SANTA FE,MARRIED,1,185,1,0,0,22,4103
2282,21422393991,OJADA MHRTIN JRIEL ,55296517,1977-12-02 00:00:00,ARGENTINA ,NO,2023-05-19 00:00:00,OFFICER,CARPENTER,RD,2023-08-11 00:00:00,255,,YES,SANTA FE,DIVORCED,0,141,0,4,0,22,3102
2012,85281816122,ACOSTA ACUÑA ROBERTO CNILOL,32044878,2000-08-16 00:00:00,PARAGUAY,NO,2023-07-10 00:00:00,OFFICER,BRICKLAYER,RD,2023-08-11 00:00:00,160,7081960,YES,SANTA FE,WIDOW/WIDOWER,2,190,0,0,102,24,4662
2065,38031707655,REDINA ZAPPDA FAVIO ,28852902,1982-05-03 00:00:00,ARGENTINE ,NO,2022-11-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-08-14 00:00:00,095,Macro ,YES,SANTA FE,DIVORCED,0,103,0,0,0,18,1854
2223,79377523619,LERCASO NORBERTO LISANDRO ,89394128,2001-07-12 00:00:00,ARGENTINA ,NO,2023-03-20 00:00:00,HALF OFFICER ,CARPENTER,RD,2023-08-14 00:00:00,255,,YES,SANTA FE,SINGLE,2,90,31,0,0,13,1774.5
2342,94436632149,SANCHEO CHIMORRO DRNESTO ,38180245,1985-02-03 00:00:00,PARAGUAY ,NO,2023-07-24 00:00:00,OFFICER,,RD,2023-08-14 00:00:00,255,7085083,YES,SANTA FE,MARRIED,0,186,0,0,0,20,3720
2133,11924991673,DEASIS ELCIDEA ADBERTO ,36832669,1987-08-10 00:00:00,ARGENTINA,NO,2023-07-28 00:00:00,OFFICER,BRICKLAYER,RD,2023-08-14 00:00:00,274,7085363,YES,SANTA FE,MARRIED,0,120,0,8,0,17,2040
2177,45601935450,BRITRZ GALEMNO HUMO DANIEL,79287151,2000-08-26 00:00:00,PARAGUAY,NO,2023-01-27 00:00:00,HALF OFFICER,,RD,2023-08-15 00:00:00,148,Macro ,YES,SANTA FE ,SINGLE,1,161,0,0,0,24,3864
2158,51342502495,ROLDAN JONATAG EXANUEL ,49487129,1995-11-01 00:00:00,ARGENTINA ,NO,2023-01-13 00:00:00,HALF OFFICER,CARPENTER ,RD,2023-08-17 00:00:00,203,Macro ,YES ,SANTA FE ,SINGLE,1,134,0,0,698,13,2440
2188,88609018311,ELMO GUSLAVOAANDYES,12601339,1974-02-01 00:00:00,ARGENTINA,NO,2023-02-16 00:00:00,OFFICER ,CARPENTER ,RD,2023-08-17 00:00:00,218,6484556,YES,SANTA FE ,SINGLE,2,174,0,0,0,15,2610
996,38335316532,DIAZ PABLN ESPEBANU,22718046,,,NO,2021-12-01 00:00:00,ASSISTANT,,,2023-08-18 00:00:00,218,Macro,YES ,,DIVORCED,1,120,0,7,0,17,2040
1045,11222100238,LOMERO GVORIEL ROBERTO,16255206,,,NO,2022-02-16 00:00:00,ASSISTANT,,,2023-08-18 00:00:00,147,Macro,YES ,,MARRIED,0,113,30,0,0,17,2686
1072,61962484986,MARTHAEZOOVIEDO CARLOS MIGUEL,45581616,,,NO,2022-04-04 00:00:00,OFFICER,,,2023-08-18 00:00:00,218,Macro,YES ,,SINGLE,1,137,0,1,0,22,3014
2029,29412016489,QANEGN BNIAN LEONEL,35620535,1995-03-14 00:00:00,,NO,2022-09-07 00:00:00,ASSISTANT,CARPENTER ,,2023-08-18 00:00:00,232,Macro,YES,SANTA FE,MARRIED,1,120,0,0,0,15,1800
2073,70262780856,SANOHEZ VICTOV ANTOBIO ,46812303,1977-03-21 00:00:00,ARGENTINA ,NO,2022-11-02 00:00:00,OFFICER,CARPENTER ,RD,2023-08-18 00:00:00,147,Macro,YES,SANTA FE ,WIDOW/WIDOWER,0,158,0,0,0,24,3792
2185,50447633813,SARAVIA JVRGG ,22101558,1985-06-09 00:00:00,ARGENTINA ,NO,2023-02-14 00:00:00,OFFICER ,CARPENTER,RD,2023-08-18 00:00:00,147,6484556,YES,SANTA FE ,MARRIED,0,124,0,0,585,28,4057
2207,45121454643,FIBUEREDO FRANCO GABRMEH ,86156949,1997-05-18 00:00:00,ARGENTINA ,NO,2023-03-13 00:00:00,ASSISTANT,CARPENTER,RD,2023-08-18 00:00:00,274,,YES,SANTA FE ,SINGLE,2,106,0,0,0,25,2650
2226,42468052240,SARAVIA MAXIMJ HEXNAN ,24567233,1998-08-20 00:00:00,ARGENTINA ,NO,2023-03-22 00:00:00,ASSISTANT ,CARPENTER,RD,2023-08-18 00:00:00,147,,YES,SANTA FE ,MARRIED,0,160,40,0,0,20,4400
2246,83691366945,FEKNANDEZ JXSEUMARIA,40480471,1982-07-28 00:00:00,ARGENTINA ,NO,2023-04-03 00:00:00,OFFICER,,RD,2023-08-18 00:00:00,147,,YES,,SINGLE,0,182,0,3,0,21,3822
2004,55909069172,BYRRIOS DAMIAN ALEJAIQRO,26958145,1989-11-11 00:00:00,ARGENTINA,NO,2023-06-13 00:00:00,ASSISTANT,CARPENTER,RD,2023-08-18 00:00:00,218,7014678,YES,SANTA FE,DIVORCED,1,178,0,0,0,22,3916
1098,59192249568,RVJAS BAEZ EVERNHERNRN ,49620358,1999-01-11 00:00:00,PARAGUAY ,NO,2023-01-23 00:00:00,ASSISTANT,,RD,2023-08-22 00:00:00,160,Macro ,YES,,SINGLE,0,130,0,6,0,17,2210
1059,61208374892,CACEYES AATONBO EMILIO,36773566,1978-07-20 00:00:00,ARGENTINA ,NO,2023-05-18 00:00:00,HALF OFFICER,CARPENTER ,RD,2023-08-24 00:00:00,203,,YES,,DIVORCED,0,128,0,0,153,24,3225
2345,75723379833,ZOLOAGJ WAUQO ALEJANDRO,62186897,1991-01-05 00:00:00,ARGENTINA,NO,2023-07-28 00:00:00,HALF OFFICER,BRICKLAYER,RD,2023-08-28 00:00:00,274,7085083,YES,SANTA FE,WIDOW/WIDOWER,3,128,0,3,0,16,2048
2336,20842409616,CODUTTI REIGALDO DHVIO,24893663,1995-06-03 00:00:00,ARGENTINA,NO,2023-07-17 00:00:00,OFFICER,,RD,2023-08-29 00:00:00,148,7084769,YES,SANTA FE,SINGLE,1,149,0,0,0,14,2086
